irn,DarGlobalUniqueIdentifier,DarInstitutionCode,DarCatalogNumber,DarRelatedInformation,DarImageURL,DarKingdom,DarPhylum,DarFamily,DarScientificName,DarCollector,CollectionTeam,CollectionNumberPrefix,CollectionNumber,CollectionNumberSuffix,CollectionNumberText,ColDateVisitedFrom,ColDateVisitedTo,ColVerbatimDate,DarCollectionNotes,DarContinent,DarCountry,DarStateProvince,DarCounty,DarLocality,Township_tab,Range_tab,Section_tab,DarMinimumElevationMeters,DarMaximumElevationMeters,MinimumElevationFeet,MaximumElevationFeet,DarLatitudeDecimal,DarLongitudeDecimal,LatitudeDMS,LongitudeDMS,DarGeodeticDatum,DarGeorefMethod,DarCoordinateUncertaintyInMeter,ColLocationNotes,FeaCultivated? (Y/N),FeaPlantFungDescription,FeaFrequency,HabHabitat,HabVegetation,HabSubstrate,SpeOtherSpecimenNumbers_tab,OcrText
3104436,b5070d30-c878-47fb-a4bc-0cfd37ba4b7d,NY,2703224,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3104436,http://sweetgum.nybg.org/images3/2224/548/02703224.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria hirsuta Ruiz & Pav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"Q>ñ~
Htf
FLORA DE COLOMBIA
HERBARIO NACIONAL COLOMBIANO (COL)
Annonaceae
Xylopia
Árbol, hasta 5 m de altura. Hojas aromáticas. Sépalos verde
oscuro; pétalos verde claro; carpelos amarillos
Colombia. Valle: municipio Dagua, corregimiento El
Queremal, 1-5.5 km carretera al cerro Tokio, 3o 29.7-30.16'N,
76° 42.55-43.05'W, 1650-1870 m alt. Relictos de bosque al lado
de la carretera.
Colectores: María F. González, Julio Betancur y Alejandro
Zuluaga
No. colección: 154
Fecha: 29 diciembre de 2009
02703224"
3121601,6a6586b5-0d04-4d2f-81f8-d00bff5e4e2f,NY,2831290,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3121601,http://sweetgum.nybg.org/images3/2239/862/02831290.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria hirsuta Ruiz & Pav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"FLORA DE COLOMBIA
HERBARIO NACIONAL COLOMBIANO (COL)
Annonaceae
Guatteria
Árbol, 8 m de altura, frecuente. Pedúnculos rojos,
monocarpos verdes.
COLOMBIA, Boyacá: municipio Santa María, vereda Hoya Grande,
carretera al alto de la burra. 4°50'N - 73°15' W. 900-950 m de altitud,
sjf*
Colectores: Julio'Betancur, Alejandro Zuluaga, Julián Aguirre,
Estudiantes Sistemática Vegetal I-2006.
No. de colección. 12292
Fecha: 5 de abril de 2006
02831290"
3222397,6cb894be-4809-4307-9844-34c7f3ffc941,NY,2899467,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3222397,http://sweetgum.nybg.org/images3/2303/215/02899467.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria hirsuta Ruiz & Pav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"FLORA DE COLOMBIA
HERBARIO NACIONAL COLOMBIANO (COL)
Annonaceae
Guatteria
Árbol 7 m de altura, frecuente. Tépalos verdes
COLOMBIA. Boyaca: Municipio Santa Maria, vía a la Almenara. 980-
? 1100m de altitud, 4o 51’ 56"" - 4° 52’ 3"" N - 73° 15’ 28.5"" 73° 15’ 19"" W.
Colectores: Julio Betancur, Laura Clavijo, Alejandro Zuluaga y
estudiantes sistemática vegetal II - 2005.
No. de colección: 11808
Fecha: 23 de Agosto de 2005.
02899467"
3114374,712b21d0-bce2-4f6a-a7f0-87be6a1c6add,NY,2823045,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3114374,http://sweetgum.nybg.org/images3/2247/667/02823045.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria lucens Standl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,,"Revision of Nsw World Annonaceae
Guatteria lucens Standl.
Det.: P.J.M. Maas
R.H.J. Erkens
2009
FLORA OF COSTA RICA
Nationaal Herbarium Nederland -Utrecht branch (U)
ANNONACEAE
Guatteria
8° 41'N, 83° 29'W Alt.: 75 m
Costa Rica, Puntarenas, Canton Osa, Distrito Rincon, 2 km
before Banejas, in pasture.
Tree with greyish trunk, 15 m tall, 30 im in diam., leaves
pendent, shiny bright green above, paler green below, midrib of
lower side yellowish, sepals green, patent at 45° to the pedicel,
petals green, maturing orange-yellow, stamens yellow-orange,
maturing orange, stigmas pale green, scent fruity (carambola),
monocarps green to dark green.
Separate: leaves in silica, photograph, spirit.
Maas, P.J.M. ;
Erkens, R.H.J.; Maas-van de Kamer, H.;
Rodriguez, A.; Alfaro, E.
nr. 9492
20 May 2004
02823045"
4559071,000a93ca-82f3-458c-99dc-3047b47ff9ff,NY,4236553,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4559071,http://sweetgum.nybg.org/images3/3685/355/04236553.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria megalophylla Diels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"I \C /SA
pUytU
Det.: W. D. Rodríguez Noviembre 2012
Herbario Amazónico Colombiano - COAH
HERBARIO AMAZÓNICO COLOMBIANO (COAH)
ANNONACEAE
Árbol de 7 m. flores amarillas.
COLOMBIA. Departamento de Vaupés, Municipio de
Mitu, Comunidad de Macaquiño, Isla Tucunaré, río
Vaupés, vegetación a orilla de río de aguas negras. 200
msnm. 01° 15' 43,6"" N - 70° T 10,5"" W.
42834 Dairon Cárdenas, Wilson Rodriguez, Nórida Lucia
Marín, Juan Camilo Bonilla & Ana C. Mesa.
10-Jul-12
04236553"
4560068,b0f0dc86-627f-4402-96cc-dfa460d812be,NY,4237693,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4560068,http://sweetgum.nybg.org/images3/3728/594/04237693.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria modesta Diels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"BA
(tu
(Armando Grijalva & N. Andi 148)
ANNONACEAE
Guatteria modesta Diels
det. P. Maas (WAG), 2009
ECUADOR
ANNONACEAE
Guatteri a
det. P.J.M. Maas (U), 1994
Ñapo: La Joya de los Sachas
00°251S 076“371W	220 m
Arbo] de 7 m de altura. Frutos
verde-oscuros. Nombre Quichua: cara
huasca yura.
01-24 Oct 1992
Armando Grijalva & N. Andi 148
HERBARIO NACIONAL DEL ECUADOR (QCNE)
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
04237693"
4560687,d571742c-7e1c-4cde-94e4-f8ad0dbf87fe,NY,4238050,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4560687,http://sweetgum.nybg.org/images3/3728/882/04238050.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria modesta Diels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"è
M ?
SA
lit»
(Walter Palacios 4791)
ANNONACEAE
Guatteria modesta Diels
det. P. J. M. & H. Maas, 2008
ECUADOR
ANNONACEAE
Guatteria
Ipi-M- Mw« (u), IT7I
NAPO
Cantón Tena.
Estación Biológica Jatun Sacha.
Rio Napor 8 km al E de Misahualli.
Bosque muy húmedo Tropical.
Bosque primario? suelo rojo de colinas.
77°361W 01°041S	400 m
Arbol de 20 m de altura.
Ramas horizontales. Hojas coriáceas.
Flores verdes.
8 enero 1990
Walter Palacios 4791
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
04238050"
3489415,42776062-bdd4-42dd-a30d-3c61dfd1bb09,NY,3219875,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3489415,http://sweetgum.nybg.org/images3/2555/825/03219875.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria monticola R.E.Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"ECUADOR
ANNONACEAE
Guatteria monticola R.E. Fr.
det. P.J.M. & H. Maas (WAG), 2008
Zamora-Chinchipe
In the vicinity of the mining camp at
the Rio Tundaime. Along trail above
botanical garden. Montane forest, low on
ridges.
03°37131""S 078°26'26""W	1400 - 1500 m
Tree, 20 m. Flowers creamy. Petals
erect, flower bowl-shaped.
11 November 2004
H. van der Werff, B. Gray, J. C.
Ronquillo & W. Quizhpe 19504
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
03219875"
3382041,45601ccd-dd70-4e0b-9e79-8f28563943f8,NY,3145817,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3382041,http://sweetgum.nybg.org/images3/2459/079/03145817.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria pohliana Schltdl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"Yo^
BOTANICAL
SA
HL
Universidade de Sào Paulo Herbário SPF
Annonaceae
Guatteria pohliana Schltdl.
det. R. Mello-Silva & J.R. Pirani 1985
Brasil. Minas Gérais. Santana do Riacho: Serra
do Cipó, km 122 ao longo da rodovia Belo-
Horizonte - Conceiçâo do Mato Dentro. Córrego
Très Pontinhas.
No interior da mata ciliar do córrego. Arvoreta
até 5 m ait. Flores verdes a amarelo-
esveráeadas.
NEW YORK BOTANICAL GARDEN
03145817
Cordeiro CFSC7077, J.R.
Amaral & S.J. Mayo
Pirani, M.C.E.
1.III.1981
03145817"
2944471,3dcf9696-e5bd-44a4-921a-2979c9aa1f3f,NY,2681843,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944471,http://sweetgum.nybg.org/images3/1999/117/02681843.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria punctata (Aubl.) R.A.Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"Y
tK/wo CL .
FLORA OF ECUADOR
Ml..............................................
PASTAZA: Road Veracruz (Indiliana) - Canelos, ca 8 km south east
of Veracruz,
Tree, 20 - 22 n high*
13.iV.1969
HOLGUER LUGO S.
02681843"
2944539,e4e7d492-eddf-49ff-9872-5bb81ca18827,NY,2682901,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944539,http://sweetgum.nybg.org/images3/1999/125/02682901.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria punctata (Aubl.) R.A.Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"&v
lit,
FLORA OF ECUADOR
1085........................................................
PASTAZA: Veracruz (Indiliana).
Tree, 20 - 22 hi high.
12.1V,1969	HOLGUER LUGO S.
02682901"
2944585,e48ccde3-dfc3-4a4b-b33f-bce3312b4a05,NY,2682930,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944585,http://sweetgum.nybg.org/images3/1999/154/02682930.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria punctata (Aubl.) R.A.Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"SA
life
______sQ Aj/v* r* & c
FLORA OF ECUADOR \
i......G^>X3jASAA!QU.................................................................
PASTAZA: Veracruz (Indiliana).
Tree, ca 20 m high* Flowers.green.
2 W 1.1968
HOLGUER LUGO S.
02682930"
2986586,de46e369-96cc-4f31-90fb-3812591739eb,NY,2692419,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2986586,http://sweetgum.nybg.org/images3/2085/424/02692419.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria punctata (Aubl.) R.A.Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"r*f
EX. HERB. MUS. PARIS.
vo^s
BOTANICAL
GUYANE FRANÇAISE.Ile de Cayenne.Baduel.
ANNONACEE.
SBHMWKN. GARnpnj
02692419........
arbre de forêt à fleurs vertes.
Leg. Francis Halîé	Date ' ä L IX 19A&
02692419"
3489423,b077eb63-7fed-4ded-89d2-169f1b0bd550,NY,3219883,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3489423,http://sweetgum.nybg.org/images3/2555/833/03219883.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria punctata (Aubl.) R.A.Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"I
S*
hi
ECUADOR
ANNONACEAE
Guatteria glauca Ruiz & Pav.
det. P.J.M. & H. Maas (WAG), 2008
Zamora-Ch i nch i pe
In the vicinity of the mining camp at
the Rio Tundaime. Montane forest behind
the mining camp and in pastures with
scattered trees.
03°34144""S 078°24'11""W	1000	-	1200	m
Tree, 18 m. Flowers green, fruit green.
12 November 2004
H. van der Werff, B. Gray, J. C.
Ronquillo & W. Quizhpe 19527
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
03219883"
4402239,4d2b7bdb-5a47-432f-af41-5b579c523c30,NY,4088954,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4402239,http://sweetgum.nybg.org/images3/3499/237/04088954.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria punctata (Aubl.) R.A.Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"\\<c
UNITED STATES NATIONAL HERBARIUM
PLANTS OF FRENCH GUIANA
Annonaceae
Guatteriapunctata (Aubl.) R.A. Howard
Det. M.T. Strong, 2015
Roura District. Montagne de Kaw.
* 'ong hMging branches; monocar*
P. Acevedo-Rodriguez 12318	1Q B ,
with: S. A. Mori & B. Hermier	2003
Funded by the Biodiversity of the Guianas Shield h»
Smithsonian Institution	Pr°gram
04088954"
4531610,f77c59bb-7ca0-4e71-9645-d713dfd15cc6,NY,4208438,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4531610,http://sweetgum.nybg.org/images3/3670/773/04208438.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria punctata (Aubl.) R.A.Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"NATIONAAL HERBARIUM NEDERLAND
ANNON4CEAE
Guatteria punctata (Aubl.) R.A. Howard
French Guiana, 5.4 km N of Auberge des Chutes Voltaire; forest.
5°06’27.4”N 54°0ril.5”W
Tree, 6 m tall, 10 cm in diam., upper side of leaves dull, secondary veins slightly
impressed, sepals recurved, stamens yellow, stigmas green, petals green, maturing
yellowish green, monocarps green, stipes reddish.
P.J.M. Maas, H. Maas-van de Kamer et al. 10569
15 October 2015
Det.: P.J.M. Maas 2015
04208438"
3645393,0ddf280e-8941-415a-98f1-27249d57c9be,NY,3340966,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3645393,http://sweetgum.nybg.org/images3/2743/876/03340966.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria Ruiz & Pav.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"ex HERBARIO MUSEIPARISIENSIS (P)
GUYANE FRANÇAISE
ANNONACEAE
Guatteria sp.
GR de la Mirande (Matoury)
4° 51 N, 52° 22 O.
Forêt primaire. Bord de cours d'eau.
Arbuste de 4 m environ. Fleur ramiflore ou axillaire, verdâtre.
Fruit à pedoncule rouge. Fleurs trimères 3x3, tépales verts à
préfloraison valvaire..
Phén.: fl fr
à NY, RB, MO, K
Récolté le 4 / 3 / 2002
M. Pignal 1967
avec : N. Charrier-Arrighi
03340966"
2972423,d5f9c752-c7e1-44bd-8d86-54cbffe6c562,NY,2694525,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972423,http://sweetgum.nybg.org/images3/2100/733/02694525.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria schomburgkiana Mart.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"(ji/erlkf'iti JuclfáafM R>í>fr.
Det.: N. Castaño-A./ féb. 2011
Herbario Amazónico Colombiano - COAH
HERBARIO AMAZÓNICO COLOMBIANO (COAH)
ANNONACEAE
Árbol de 25 m. frutos verdes.
COLOMBIA. Departamento del Caquetá, municipio de
Solano, región Araracuara, sector Chiribiquete. Rebalse
del río Yari La Gamitana. 160 msnm. 72° 24' 12"" W - 0o
13'32"" S.
11306 Francisco Castro.
lO-Dic-lO
02694525"
4476520,ba3cfe0c-620d-4da5-9f3a-eeb967be94ff,NY,4152547,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4476520,http://sweetgum.nybg.org/images3/3656/145/04152547.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria ucayalina Huber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,,"Revision of New World Annonaceae
Guatteria ucayalina Huber
Det.: P.J.M. & H. Maas, R.H.J. Erkens	November 2012
FLORA OF COSTA RICA
Nationaal Herbarium Nederland -Utrecht branch (U)
NEW YORK BOTANICAL GARDEN
04152547
ANNONACEAE
Guatteria
recurvisepala R.E. Fr.
Det.: Maas, P.J.M.
9o 21'N, 83° 38'W Alt.: 790 m
Costa Rica, San José, Canton Perez Zeledon, Distrito Rivas
Quebrada Los Sanchos between La Linde and Santa Elena
forest.
Tree 10 m tall, 20 cm in diam., trunk greyish, upper side of
leaves dark green, lower side dull green with brown indument,
sometimes ramiflorous, up to 4 flowers together, sepals green,
recurved already in bud, petals of closed bud covered with
brown hairs, petals of open buds green, petals of mature flowers
yellowish green, finally dark brown, basal part of inner side of
petals glabrous, upper part hairy, stamens yellow, stigmas green,
stipes red, young monocarps green.
Separate: photograph, leaves in silica, spirit.
Maas, P.J.M.;	nr- 9483
Erkens, R.H. J.; Maas-van de Kamer, H.;	18 May 2004
Rodriguez, A.; Alfaro, E.
04152547"
4560970,bc411faa-9f6f-4739-9526-0622f03edb86,NY,4238258,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4560970,http://sweetgum.nybg.org/images3/3725/514/04238258.jpg,Plantae,Magnoliophyta,Annonaceae,Guatteria verrucosa R.E.Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,,"INB0003410128
Flora de Costa Rica
Annonaceae	dup.=7
Guatteria verrucosa R. E. Fr.
Det. A. Rodríguez, 24/mar/2001
San José: Dota. R.F. Los Santos. Cuenca del Savegre.
Providencia. Finca Azul.
09:31:51.0000 N -83:52:38.0000 W 1900 m
Árbol de 8 m X 35 cm DAP; en potrero, escaso. Flores
verdes. Frutos.
Alex. Rodr. 7247	20/mar/2001
A. Estrada, J. González, R. Chacón, R. Chaves, A. Ruiz
Instituto Nacional de Biodiversidad (INB)
En colaboración con el Missouri Botanical Garden (MO)
INB0003410128
04238258"
3208910,425ccfc8-e715-435f-88dc-1926a18ca974,NY,2886565,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3208910,http://sweetgum.nybg.org/images3/2298/282/02886565.jpg,Plantae,Magnoliophyta,Annonaceae,Mosannona glabrata Cornejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"NEW YORK BOTANICAL GARDEN
02886565
BOTANICAL
Sfr
Ilk
The New York Botanical Garden
Annonaceae
Mosannona glabrata Comejo
Ecuador. Guayas. Reserva Ecologica Andrade, km 43 via
Guayaquil-Machala.
2°24TSi, 79°40'W
20 m.
Secondary moist forest.
Tree 5 m tall, ca 10 cm DBH. Flowers pendulous, light green
to yellow on both sides. The pedicels, sepals and petals
glabrous. Several individuals but only one flowering.
08 Mar 2017
X. Comejo, C. Persson, J. H. E. Rova 8894
NYdb
02886565"
3920392,838941ac-ad09-4441-aa03-49d8586bbb3a,NY,3557147,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3920392,http://sweetgum.nybg.org/images3/3022/698/03557147.jpg,Plantae,Magnoliophyta,Annonaceae,Oxandra asbeckii (Pulle) R.E.Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"¿X'YV'tf-vv
SMITHSONIAN INSTITUTION
From THE UNITED STATES NATIONAL HERBARIUM
NEW YORK BOTANICAL GARDEN
03557147
PLANTS OF COLOMBIA, SOUTH AMERICA
Trees of Departamento del Huilg - ,j
0)(AnMfa. ¿f:	P**1!'
Small tree 6 m. high, 8 cm. DBH. Bark gray,
smooth, lichen patches. Creek 'bottom forest near
bridge. Fruits in cluster of 1-U or 5-8 1
receptacle. Neiva, walk on foot NW., 5	""bridge
over Rio Magdalena and to ravine forest and dry
thickets in grass pasture, on west side.
Depto. del Huila	Cordillera Oriental.
Date April 7,	1944.	Altitude 1^00 feet.
Coll. Elbert L. Little, Jr.	& Ruby Rice Little N° 7&01
Det. /vv¿j
CINCHONA DIVISION, FOREIGN ECONOMIC ADMINISTRATION,
UNITED STATES GOVERNMENT.
Revision of Oxandra (Annonaceae)
Oxandra asbeckii (Pulle) R.E. Fr.
Det.: L. Junikka	2015
P.J.M. Maas
03557147"
3920393,974c672c-dfce-4591-a270-da90dc0791e2,NY,3557148,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3920393,http://sweetgum.nybg.org/images3/3022/699/03557148.jpg,Plantae,Magnoliophyta,Annonaceae,Oxandra asbeckii (Pulle) R.E.Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"SMITHSONIAN INSTITUTION
From THE UNITED STATES NATIONAL HERBARIUM
Revision of Oxandra (Annonaceae)
Oxandra asbeckii (Pulle) R.E. Fr.
Det.: L. Junikka
P.J.M. Maas
2015
PLANTS OF COLOMBIA, SOUTH AMERICA
Trees of Departamento del Huila
tinoCfy'’‘cc^) B*4^oy>
NEW YORK BOTANICAL GARDEN
03557148
Small tree 8 m. high., 20 cm. DBH. Bark ""blackish
smoothish, slightly fissured. Frts. green, clustered.
Thicket rocky hillside. Semi-desert scrub and
grassland. By foot 6 bn. I, of Neiva.
Depto. del Huila	Cordillera Oriental,
Date Nov. 3»	1944.	Altitude 1500 feet.
Coll. Elbert L. Little, Jr.	N9 ggUo
Det.
CINCHONA DIVISION, FOREIGN ECONOMIC ADMINISTRATION,
UNITED STATES GOVERNMENT.
03557148"
3920409,0206d1f1-5409-4521-aac0-a9aceaa7b191,NY,3557156,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3920409,http://sweetgum.nybg.org/images3/3022/708/03557156.jpg,Plantae,Magnoliophyta,Annonaceae,Oxandra asbeckii (Pulle) R.E.Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"No. 23388
2015
Revision of Oxandra (Annonaceae)
Oxandra asbeckii (Pulle) R.E. Fr.
Det.: L. Junikka
P.J.M. Maas
03557156
BOTANICAL
ngicorn Beetle/
Int Study
_ Tavakilian
Plants of French Guiana
THE NEW YORK BOTANICAL GARDEN/ ORSTOM-CAYENNE
ANNONACEAE
Oxandra asbeckii (Pulle) R. E. Fries
det. S. Mori, 1993
FRENCH GUIANA. Sinnamary River: Above
Petit Saut, between Crique Plomb and Crique
Tigre, 500 m above Saut Tigre in area to be
inundated by waters of Petit Saut Dam. Ca.
5°00’N, 53° l’W. 87 m. Non-flooded moist
forest.
Tree, 15 m x 10 cm. Used for making
""carbets"" and ""takari"" poles. Young fruit,
n.v.: gie pawoe (Saramaca), mouamba
(Paramaca), fide Max Passou.
S. Mori, C. Gracie, G. Tavakilian, E.
Christenson & S. George	27 Aug 1993
Financed by the Electricité de France
03557156"
3920417,b57bc9b3-edc8-440b-8a67-a9bd8c2fab8a,NY,3557164,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3920417,http://sweetgum.nybg.org/images3/3022/716/03557164.jpg,Plantae,Magnoliophyta,Annonaceae,Oxandra asbeckii (Pulle) R.E.Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"Revision of Oxandra (Annonaceae)
Oxandra asbeckii (Pulle) R.E. Fr.
Det.: L. Junikka	2015
P.J.M. Maas
Plants of French Guiana
THE NEW YORK BOTANICAL GARDEN/ ORSTOM-CAYENNE
No. 23573
ANNONACEAE
Oxandra asbeckii (Pulle) R.E. Fries
det. S. Mori, 1993
FRENCH GUIANA. Sinnamary River: Above
Petit Saut, between Crique Plomb and Crique
Tigre, 500 m above Saut Tigre in area to be
inundated by waters of Petit Saut Dam. Ca.
5°00’N, 53° l’W. 87 m. Non-flooded moist
forest.
Tree, 8 m x 10 cm. With small green fruits,
BOTANICAL
Garde**
NEW YORK BOTANICAL GARDEN
03557164
Voucher tor Longicorn Beetle/
Host Plant Study
by Gerard Tavakilian
S. Mori, C. Gracie, G. Tavakilian, E.
Christenson & S. George	4 Sep 1993
Financed by the Electricité de France
03557164"
3920423,e2076b0c-26bd-4403-9e82-8ff3ec1b4ae9,NY,3557170,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3920423,http://sweetgum.nybg.org/images3/3022/722/03557170.jpg,Plantae,Magnoliophyta,Annonaceae,Oxandra asbeckii (Pulle) R.E.Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"oiOxsndsiènnona^
ia8beckii(Pu""®>REFr'
2015
juniKKa
J.M- Maas
Revisionj
Oxandra
Herbier F. BILLIET & B. JADIN
:.......GIIYÀNE FRANÇAISE.—
Localité* rivière Comtc_, à proximi
....................../«,.....route N2 '•______________________________________________
Altitude
Habitat
Observations : mc_0-.£.S.£.P..Ç..
Famille : ANNGNAGEAE
Nom :......................................
03557170"
4391958,b3ddc28f-ed56-41b4-90bc-80803f539459,NY,4045263,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4391958,http://sweetgum.nybg.org/images3/3505/095/04045263.jpg,Plantae,Magnoliophyta,Annonaceae,Oxandra bolivarensis Maas & Junikka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"Revision of Qvanrlra (Annonaceael
Oxandra bolivarensis Maas & Junikka
Det.: L. Junikka	2015
P.J.M. Maas
(Hermes Cuadros V. 3155)
ANNONACEAE
Oxandra sp.
Det. P.J.M. Maas (U) r 1985
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
COLOMBIA
ANNONACEAE
DEPTO. BOLIVAR: Municipio San Juan
Nepomucenor Loma de los Colorados/
alt. 200 m.
Arbol pequeño* 3-5 m alto» pétalos
blancos/ frutos maduran en negro.
2 spbre 1986
Hermes Cuadros V. 3155
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
i/6
04045263"
3920321,b3f1c9c1-8e32-4e0e-9b70-1a7b2b17cd11,NY,3557124,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3920321,http://sweetgum.nybg.org/images3/3022/675/03557124.jpg,Plantae,Magnoliophyta,Annonaceae,Oxandra euneura Diels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"Revision of Oxandra (Annonaceae)
Oxandra euneura Diels
Det.: L. Junikka	2015
P.J.M. Maas
THE NEW YORK BOTANICAL GARDEN
INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA
Plants of Brazilian Amazonia
Basin of Rio Purus
No- 16U55
Oxandra euneura Diels
det. J. van Rooden, 1979
Rio Cunhuá at Deni Indian village; 6°U3'S;
66°U7'W. Forest on terra firme, free, 6m. x
5cm. diameter; corolla white.
Annonaceae
G. T. Prance, P. J. M. Maas, D. B. Woolcott,
o. p. Monteiio & j. f. Ramos November 28,	197!
Field work supported in rotter part bjr .the National Science Foundation and
carried out In collaboration with the Institute Airronftmlco do. Norte
Specimens distributed to: INPA, NY, U. US K S Mr v » n
P, if, MICH, C, O, MO, COL, VEN.	* ' G' F‘ A- R-
03557124"
